bins,exp_var
1428.5714285714287,
2857.1428571428573,0.034633155789467636
4285.714285714286,0.07147275541092357
5714.285714285715,0.09053628050086893
7142.857142857143,0.11704075828704427
8571.428571428572,0.14717172514087346
10000.0,0.16506408468446523
11428.57142857143,0.19397895577503102
12857.142857142859,0.23022610337907623
14285.714285714286,0.26219681637347786
15714.285714285716,0.28260751295333586
17142.857142857145,0.3134146561454565
18571.428571428572,0.3426602830775543
20000.0,0.3633066694004099
21428.57142857143,0.3872460650349638
22857.14285714286,0.41623208871199735
24285.714285714286,0.44093090061647094
25714.285714285717,0.45450190556464615
27142.857142857145,0.4791737828720874
28571.428571428572,0.4987351054632787
30000.000000000004,0.5131447643333642
31428.57142857143,0.535224458523176
32857.14285714286,0.5554443388195812
34285.71428571429,0.5721794391202102
35714.28571428572,0.5806475913707091
37142.857142857145,0.5993140492145597
38571.42857142857,0.6121255107003879
40000.0,0.6163271958783456
41428.571428571435,0.6301092214679892
42857.14285714286,0.6412508399829232
44285.71428571429,0.6487007927321645
45714.28571428572,0.655313727879227
47142.857142857145,0.6636871490132042
48571.42857142857,0.6732669526559981
50000.0,0.6797384215276154
51428.571428571435,0.6857262829767953
52857.14285714286,0.696231217675785
54285.71428571429,0.6985640740082238
55714.28571428572,0.7097414574554134
57142.857142857145,0.7031005078730295
58571.42857142857,0.7103335476445009
60000.00000000001,0.7216385840274705
61428.571428571435,0.7149685885030478
62857.14285714286,0.7214031085250715
64285.71428571429,0.724887315994324
65714.28571428572,0.7394512033570214
67142.85714285714,0.7341103966574408
68571.42857142858,0.740641822045654
70000.0,0.7494377287841048
71428.57142857143,0.7427316169537354
72857.14285714286,0.7501323602481489
74285.71428571429,0.7540923062685968
75714.28571428572,0.7633590408926891
77142.85714285714,0.761735975432283
78571.42857142858,0.767146680170245
80000.0,0.7751465670351451
81428.57142857143,0.7698178456398856
82857.14285714287,0.7682460271182848
84285.71428571429,0.7729227575920717
85714.28571428572,0.7768218894830096
87142.85714285714,0.7725239302029393
88571.42857142858,0.7791496941124061
90000.0,0.7773852046867387
91428.57142857143,0.7799468685474497
92857.14285714287,0.7782431138607313
94285.71428571429,0.7785817714282095
95714.28571428572,0.7740432555410306
97142.85714285714,0.7718556299574513
98571.42857142858,0.7706783680734457
100000.0,0.7603223779657609
